,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich
907,GBS-28679,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,401 	 bis unter 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,2.0,2.0,3.0,True,,,2.0,2.0,4.0,4.0,4.0,4.0
908,GBS-15399,,weiblich,1978-03-21,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,3 500	 bis unter 	3 750 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),3.0,2.0,3.0,3.0,,5.0,,3.0,3.0,3.0,3.0,4.0,4.0
909,GBS-15399,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,1 500	 bis unter	1 750 Euro,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,4.0,3.0,4.0,4.0,4.0,4.0
910,GBS+00084,POSITIV,weiblich,1962-05-03,Deutschland,1.0,Geschieden,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),eine Person,1 750 	 bis unter	2 000 Euro,1 750 	 bis unter	2 000 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
911,GBS+00084,POSITIV,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,1 750 	 bis unter	2 000 Euro,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
912,GBS-28578,,weiblich,1955-09-26,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung,1.0,keine passende Angabe,"mehrere Personen, und zwar:",kein eigenes Einkommen,Angabe verweigert,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
913,GBS-12522,NEGATIV,männlich,1983-06-15,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,2 750	 bis unter 	3 000 Euro,weder noch (3),keine Angabe,trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),3.0,1.0,3.0,2.0,,5.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0
914,GBS-12522,NEGATIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,2 000	 bis unter	2 250 Euro,,weder noch (3),keine Angabe,trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,2.0,3.0,2.0,4.0,2.0,4.0
915,GBS-06978,,männlich,1992-12-11,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),eine Person,2 500 	 bis unter 	2 750 Euro,2 500 	 bis unter 	2 750 Euro,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
916,GBS-06978,,männlich,,,,,Hochschulabschluss,,,,,2 500 	 bis unter 	2 750 Euro,,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,2.0,3.0,4.0,4.0,4.0,4.0
917,GBS-15251,,weiblich,1970-05-26,Deutschland,1.0,Ledig,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,1 250 	 bis unter 	1 500 Euro,1 250 	 bis unter 	1 500 Euro,trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
918,GBS-15251,,weiblich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,1 250 	 bis unter 	1 500 Euro,,trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,4.0
919,GBS-12776,POSITIV,weiblich,1983-09-19,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,3 750	 bis unter 	4 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),3.0,3.0,3.0,3.0,,5.0,,2.0,3.0,3.0,3.0,2.0,3.0
920,GBS-12776,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,2 000	 bis unter	2 250 Euro,,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,4.0,3.0,3.0,4.0,3.0,4.0
921,GBS-32911,POSITIV,weiblich,1996-05-16,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",1.0,Ausbildung,eine Person,kein eigenes Einkommen,401 	 bis unter 500 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,3.0
922,GBS-32911,POSITIV,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,kein eigenes Einkommen,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
923,GBS-20507,,weiblich,1955-03-13,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,Promotion,1.0,Angestellte(r),"mehrere Personen, und zwar:",4 500	 bis unter	5 000 Euro,5000	 bis unter	5 500 Euro,trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),2.0,3.0,3.0,3.0,True,,,3.0,3.0,3.0,2.0,3.0,4.0
924,GBS-25748,POSITIV,weiblich,1973-04-24,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",Angabe verweigert,Angabe verweigert,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
925,GBS-25748,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,4.0
926,GBS-29825,,weiblich,1985-07-07,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",2.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 750	 bis unter 	3 000 Euro,weder noch (3),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),4.0,2.0,3.0,2.0,,5.0,,3.0,3.0,2.0,3.0,2.0,4.0
927,GBS-29825,,weiblich,,,,,Hochschulabschluss,,,,,1 500	 bis unter	1 750 Euro,,weder noch (3),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),4.0,3.0,4.0,2.0,True,,,4.0,4.0,3.0,4.0,3.0,4.0
928,GBS-29070,,männlich,1978-09-19,Deutschland,1.0,Ledig,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Arbeiter/-in,eine Person,801	 bis unter 	1 000 Euro,801	 bis unter 	1 000 Euro,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),3.0,3.0,2.0,2.0,,5.0,,3.0,2.0,4.0,4.0,4.0,4.0
929,GBS-29070,,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,801	 bis unter 	1 000 Euro,,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),2.0,2.0,2.0,3.0,True,,,2.0,2.0,4.0,3.0,4.0,4.0
930,GBS-25283,,weiblich,1989-02-05,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,2.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,2 250	 bis unter	2 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,2.0,3.0,3.0,,5.0,,2.0,3.0,3.0,2.0,3.0,3.0
931,GBS-25283,,weiblich,,,,,Hochschulabschluss,,,,,2 250	 bis unter	2 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),3.0,1.0,2.0,3.0,True,,,2.0,2.0,2.0,3.0,2.0,2.0
932,GBS-29255,NEGATIV,männlich,1954-05-19,Deutschland,1.0,Verheiratet und lebe von meinem/meiner Ehepartner/-in getrennt,Hauptschulabschluss/Volksschulabschluss,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in",eine Person,2 250	 bis unter	2 500 Euro,2 750	 bis unter 	3 000 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),2.0,3.0,3.0,2.0,,5.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0
933,GBS-29255,NEGATIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,2 250	 bis unter	2 500 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
934,GBS+00172,NEGATIV,männlich,1949-01-15,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,4 500	 bis unter	5 000 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),3.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
935,GBS+00172,NEGATIV,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,2 250	 bis unter	2 500 Euro,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
936,GBS-23637,,weiblich,1985-06-08,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 750 	 bis unter	2 000 Euro,3 500	 bis unter 	3 750 Euro,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),4.0,3.0,2.0,3.0,,5.0,,3.0,2.0,4.0,4.0,3.0,4.0
937,GBS-23637,,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,1 750 	 bis unter	2 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),4.0,3.0,3.0,3.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
938,GBS+00242,,männlich,1959-07-19,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",4 000	 bis unter	4 500 Euro,5000	 bis unter	5 500 Euro,eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
939,GBS+00242,,männlich,,,,,Hochschulabschluss,,,,,4 000	 bis unter	4 500 Euro,,eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
940,GBS-14585,POSITIV,weiblich,1963-09-01,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),"Anderer Abschluss, und zwar:",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 750 	 bis unter	2 000 Euro,3 750	 bis unter 	4 000 Euro,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),2.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
941,GBS-14585,POSITIV,weiblich,,,,,Realschulabschluss (Mittlere Reife),,,,,1 750 	 bis unter	2 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
942,GBS-28051,POSITIV,männlich,1955-08-17,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",3 000	 bis unter 	3 250 Euro,4 500	 bis unter	5 000 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,-1.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,4.0
943,GBS-28051,POSITIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,3 000	 bis unter 	3 250 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,4.0,4.0,2.0,True,,,3.0,4.0,4.0,4.0,4.0,4.0
944,GBS-23833,POSITIV,männlich,1992-10-13,Deutschland,1.0,[NA] Keine Angabe,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,801	 bis unter 	1 000 Euro,eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),3.0,2.0,4.0,2.0,,4.0,,2.0,4.0,2.0,3.0,2.0,3.0
945,GBS-23833,POSITIV,männlich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,1 500	 bis unter	1 750 Euro,,eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),4.0,4.0,4.0,2.0,False,,,3.0,4.0,4.0,4.0,4.0,4.0
946,GBS-29187,,männlich,1952-04-15,Deutschland,1.0,Verheiratet und lebe von meinem/meiner Ehepartner/-in getrennt,Anderer Schulabschluss:,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",3 250	 bis unter 	3 500 Euro,3 250	 bis unter 	3 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
947,GBS-24714,,weiblich,1956-10-02,Deutschland,1.0,Verwitwet,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),eine Person,2 500 	 bis unter 	2 750 Euro,2 500 	 bis unter 	2 750 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,3.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
948,GBS-24714,,weiblich,,,,,Hochschulabschluss,,,,,2 500 	 bis unter 	2 750 Euro,,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
949,GBS-09482,NEGATIV,männlich,1967-03-06,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,5 500	 bis unter	6 000 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
950,GBS-09482,NEGATIV,männlich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 000	 bis unter	2 250 Euro,,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
951,GBS-34174,NEGATIV,männlich,1977-12-30,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","mehrere Personen, und zwar:",6 000	 bis unter 	7 500 Euro,10 000	 bis unter	20 000 Euro,eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),2.0,3.0,3.0,2.0,,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0
952,GBS-34174,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,6 000	 bis unter 	7 500 Euro,,eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,3.0
953,GBS-12008,NEGATIV,männlich,1990-03-26,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),eine Person,1 500	 bis unter	1 750 Euro,1 500	 bis unter	1 750 Euro,weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),2.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
954,GBS-12008,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,1 500	 bis unter	1 750 Euro,,weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
