"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
223,"175DACZKR1",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-17 11:05:28,"weiblich",1990-08-04,27,163,62,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",30,"Angestellte(r)","Ledig","eine Person",NA,"eine Person",NA,"1 750 	 bis unter	2 000 Euro","1 750 	 bis unter	2 000 Euro","Gesünder/ weniger oft krank",2,2,3,4,3,3,4,4,4,2,4,4,4,4,3,2,3,3,3,3,2,1,1,1,1,1,1,5,3,1,4,5,2,1,3,1,4,6,1,3,4,3,3,3,3,4,4,3,3,4,4,2,3,"6 oder mehr","sehr viel Anteilnahme und Interesse","möglich",3,2,3,2,4,3,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,"ANKE90",NA,9,27,24,3,NA,3,NA,13,5,NA,12,42,41,44,13,147,58,7,3,38,18,33,32,59,6,NA,637,NA,2017-09-17 11:16:05,TRUE,FALSE,25,25,0,0,1.73,38,"ANKE90",1990-08-04,"weiblich","POSITIV",223,"GBS-30029",NA,NA,1,NA,NA,FALSE,"Welle 1"
1023,"17GEAPAG5C",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-20 16:42:48,"männlich",1991-06-24,26,180,70,"nicht zutreffend",NA,"nicht zutreffend",NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Polnisch",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"polnisch","Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Zwei","Ja",20,"keine passende Angabe","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"1 500	 bis unter	1 750 Euro","801	 bis unter 	1 000 Euro","Gleich gesund/ gleichhäufig krank",2,2,2,3,2,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,2,4,5,4,2,4,2,4,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","sehr einfach",4,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,"DAHO91",NA,7,23,171,3,NA,3,NA,25,9,NA,6,26,31,55,8,119,60,10,8,38,21,28,39,6,5,11,577,NA,2017-10-20 16:55:02,TRUE,FALSE,26,26,0,0,1.56,31,"DAHO91",1991-06-24,"männlich","NULL",1023,"GBS-04964",NA,NA,NA,"JA",1,TRUE,"Welle 2"
1011,"1AP5NUA3YW",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-19 13:34:57,"männlich",1956-07-20,61,175,91,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",41,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"3 000	 bis unter 	3 250 Euro","2 250	 bis unter	2 500 Euro","Gleich gesund/ gleichhäufig krank",3,3,2,2,4,2,4,3,3,2,2,4,2,2,2,3,2,3,3,3,2,1,2,1,3,1,1,4,3,2,4,4,2,2,3,4,4,5,3,3,3,2,2,2,1,3,3,2,2,4,3,4,3,"3 - 5","weder viel noch wenig","einfach",3,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,"HOTH56",NA,118,104,50,9,NA,4,NA,40,29,17,13,33,27,110,27,317,140,18,14,125,49,61,74,20,9,14,1403,NA,2017-10-19 13:58:39,TRUE,FALSE,26,26,0,0,0.72,2,"HOTH56",1956-07-20,"männlich","NULL",1011,"GBS-19680",NA,NA,NA,"JA",1,TRUE,"Welle 2"
526,"1E1GM4HKV4",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-23 15:04:29,"männlich",1982-09-24,34,168,64,"zutreffend","nicht bekannt","[NA] Keine Angabe",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Indisch","sonstige, und zwar:","Indien","[NA] Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Ja",48,"Akademiker/-in in freiem Beruf (Arzt/Ärztin, Rechtsanwalt/-anwältin, Steuerberater/-in u. Ä.)","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"5000	 bis unter	5 500 Euro","2 750	 bis unter 	3 000 Euro","Gesünder/ weniger oft krank",3,3,2,3,3,2,4,4,4,2,2,4,3,3,3,2,3,3,3,4,3,1,1,1,1,1,1,5,3,2,5,4,5,2,5,1,5,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,1,"1 - 2","viel Anteilnahme und Interesse","möglich",4,2,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"DATH82",NA,12,46,828,11,2,7,NA,44,9,NA,11,22,33,103,11,237,92,12,7,78,39,27,44,10,NA,NA,886,NA,2017-09-23 15:32:34,TRUE,FALSE,24,24,0,0,1.05,9,"DATH82",1982-09-24,"männlich","NULL",526,"GBS-05717","JA",570,1,NA,NA,FALSE,"Welle 1"
570,"1E1GM4HKV4",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-07 17:18:56,"männlich",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 750	 bis unter 	3 000 Euro",NA,2,4,4,4,3,3,4,3,3,2,2,4,2,2,3,2,3,3,4,4,3,1,1,1,1,1,1,5,4,2,5,4,4,2,4,1,5,6,2,3,3,3,3,3,3,3,3,3,3,4,5,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",5,1,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"DATH82",845,20,220,245,6,5,52,18,30,35,10,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,NA,2017-10-07 17:43:57,TRUE,FALSE,13,13,0,0,1.16,15,"DATH82",1982-09-24,"männlich","NULL",526,"GBS-05717","JA",570,1,NA,NA,TRUE,"Welle 2"
541,"1ER6QZU8YM",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-07 16:13:31,"weiblich",1963-03-21,54,173,98,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",0,"[NA] Keine Angabe","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"2 750	 bis unter 	3 000 Euro","kein eigenes Einkommen","Gleich gesund/ gleichhäufig krank",2,2,3,3,4,4,3,2,2,2,3,2,3,2,3,3,3,2,3,3,-1,1,1,1,3,1,1,2,2,3,2,3,3,3,2,3,3,4,4,3,2,2,2,2,3,3,2,3,-1,4,3,1,3,"1 - 2","weder viel noch wenig","möglich",1,5,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,"MAHE63",NA,12,23,29,4,NA,5,NA,13,6,5,12,21,43,35,10,123,44,7,7,60,33,19,40,7,5,6,569,NA,2017-10-07 16:23:00,TRUE,FALSE,26,26,0,0,1.6,30,"MAHE63",1963-03-21,"weiblich","NULL",541,"GBS-21327",NA,NA,NA,"JA",1,TRUE,"Welle 2"
224,"1FH7VZKMYU",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-17 11:24:50,"weiblich",1948-10-21,68,162,84,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Anderer Abschluss, und zwar:","Übersetzerdiplom Englisch",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Ja",3,"keine passende Angabe","Verwitwet","eine Person",NA,"eine Person",NA,"2 500 	 bis unter 	2 750 Euro","2 500 	 bis unter 	2 750 Euro","Gesünder/ weniger oft krank",2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,3,3,1,1,1,1,1,1,4,3,2,5,5,5,1,4,1,5,6,2,4,4,4,4,4,4,4,4,4,4,5,5,1,3,"3 - 5","viel Anteilnahme und Interesse","sehr einfach",5,1,4,1,5,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,"URNE48",NA,62,56,36,5,NA,9,NA,33,9,NA,26,75,57,132,16,175,151,24,15,77,37,54,77,89,10,NA,1225,NA,2017-09-17 11:45:15,TRUE,FALSE,25,25,0,0,0.81,1,"URNE48",1948-10-21,"weiblich","POSITIV",224,"GBS-26856","JA",683,1,NA,NA,FALSE,"Welle 1"
683,"1FH7VZKMYU",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 12:52:19,"weiblich",NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 500 	 bis unter 	2 750 Euro",NA,2,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,3,3,3,3,3,1,1,1,1,1,1,5,4,2,4,5,5,1,2,1,5,6,2,4,4,4,4,4,4,4,4,4,4,5,5,1,2,"3 - 5","sehr viel Anteilnahme und Interesse","sehr einfach",5,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"URNE48",16,41,222,114,19,16,52,46,43,46,13,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,NA,2017-10-08 13:03:15,TRUE,FALSE,13,13,0,0,0.78,1,"URNE48",1948-10-21,"weiblich","POSITIV",224,"GBS-26856","JA",683,1,NA,NA,TRUE,"Welle 2"
327,"1NB5QLDKPS",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-19 19:46:21,"männlich",1983-02-10,34,195,95,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"5 500	 bis unter	6 000 Euro","3 000	 bis unter 	3 250 Euro","Gesünder/ weniger oft krank",2,3,2,4,3,4,4,4,4,3,3,4,4,4,3,2,3,2,3,3,2,1,1,1,1,1,1,5,5,2,5,5,5,2,4,1,5,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"6 oder mehr","viel Anteilnahme und Interesse","sehr einfach",4,2,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"SEKE83",NA,5,43,22,5,NA,3,NA,14,7,NA,11,23,25,183,14,199,85,15,8,61,39,34,32,10,NA,NA,838,NA,2017-09-19 20:00:19,TRUE,FALSE,24,24,0,0,1.31,24,"SEKE83",1983-02-10,"männlich","NULL",327,"GBS-32249","JA",909,1,NA,NA,FALSE,"Welle 1"
909,"1NB5QLDKPS",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-11 20:36:08,"männlich",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 000	 bis unter 	3 250 Euro",NA,2,4,3,4,3,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3,1,1,1,1,1,1,5,5,1,4,5,4,1,4,1,4,6,2,3,3,4,3,3,3,3,3,3,3,4,4,2,2,"6 oder mehr","viel Anteilnahme und Interesse","sehr einfach",4,2,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"SEKE83",7,95,106,83,6,4,47,21,20,30,14,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,NA,2017-10-11 20:43:41,TRUE,FALSE,13,13,0,0,1.34,21,"SEKE83",1983-02-10,"männlich","NULL",327,"GBS-32249","JA",909,1,NA,NA,TRUE,"Welle 2"
415,"1RQBG9833G",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-22 08:40:19,"männlich",1980-08-24,37,185,70,"nicht zutreffend",NA,"nicht zutreffend",NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"deutsch",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"französisch","sonstige, und zwar:","Frankreich","Ja",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Eins","Nein",35,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"eine Person",NA,"3 250	 bis unter 	3 500 Euro","3 000	 bis unter 	3 250 Euro","Gesünder/ weniger oft krank",3,2,2,4,4,4,4,4,4,4,2,4,4,4,2,2,3,3,3,3,3,1,1,1,1,1,1,4,3,1,4,4,4,1,3,1,4,5,3,3,3,3,3,3,3,4,3,3,3,5,4,1,1,"3 - 5","viel Anteilnahme und Interesse","möglich",2,2,2,4,3,4,NA,NA,NA,NA,NA,3,2,5,2,2,NA,NA,NA,NA,"GULE80",NA,77,80,46,9,NA,7,NA,63,34,9,50,97,54,209,33,320,313,19,30,143,31,53,92,80,13,NA,1558,NA,2017-09-22 09:11:21,TRUE,FALSE,25,25,0,0,0.58,0,"GULE80",1980-08-24,"männlich","NEGATIV",415,"GBS-05283","JA",582,1,NA,NA,FALSE,"Welle 1"
582,"1RQBG9833G",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-07 18:26:40,"männlich",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 000	 bis unter 	3 250 Euro",NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,3,1,4,4,4,1,3,1,4,5,4,3,3,3,3,3,3,3,3,3,3,5,4,2,1,"3 - 5","weder viel noch wenig","möglich",2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,FALSE,NA,"GULE80",5,18,218,147,8,20,84,42,42,189,15,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,2017-10-07 18:40:10,TRUE,FALSE,13,13,0,0,0.94,10,"GULE80",1980-08-24,"männlich","NEGATIV",415,"GBS-05283","JA",582,1,NA,NA,TRUE,"Welle 2"
1008,"1T1DXM34RE",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-19 09:35:22,"männlich",1956-02-02,61,188,86,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",38,"Angestellte(r)","Geschieden","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"3 500	 bis unter 	3 750 Euro","1 750 	 bis unter	2 000 Euro","Viel gesünder/ viel weniger krank",2,3,3,3,4,3,4,3,2,3,4,4,4,3,3,2,3,3,3,3,3,1,2,2,2,1,1,5,3,4,3,5,5,4,4,4,5,6,2,3,3,3,3,3,3,3,4,3,3,4,4,3,3,"1 - 2","weder viel noch wenig","möglich",3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,"LUBE%&",NA,7,35,32,6,NA,6,NA,22,8,NA,8,25,28,51,14,603,89,10,10,58,25,27,29,10,7,10,724,NA,2017-10-19 09:54:02,TRUE,FALSE,26,26,0,0,1.3,18,"LUBE%&",1956-02-02,"männlich","NULL",1008,"GBS-29362",NA,NA,NA,"JA",1,TRUE,"Welle 2"
213,"1TQWCKDMWZ",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-17 07:33:10,"männlich",1971-11-15,45,186,110,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Ja",30,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"4 000	 bis unter	4 500 Euro","1 500	 bis unter	1 750 Euro","Gleich gesund/ gleichhäufig krank",2,3,3,3,2,3,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,1,5,4,2,2,2,1,5,6,2,3,3,3,3,2,4,4,4,3,3,4,4,2,1,"3 - 5","viel Anteilnahme und Interesse","einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,5,4,5,5,5,NA,5,NA,NA,"UWNE71",NA,14,40,27,4,NA,3,NA,19,9,13,5,35,27,62,9,158,76,5,9,51,26,27,41,40,7,NA,707,NA,2017-09-17 07:44:57,TRUE,FALSE,25,25,0,0,1.45,23,"UWNE71",1971-11-15,"männlich","NEGATIV",213,"GBS-29860","JA",928,1,NA,NA,FALSE,"Welle 1"
928,"1TQWCKDMWZ",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-12 17:18:57,"männlich",NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 500	 bis unter	1 750 Euro",NA,2,4,4,3,3,3,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,4,2,5,4,2,1,4,2,5,6,3,3,3,4,3,3,3,4,4,3,3,5,3,2,2,"1 - 2","viel Anteilnahme und Interesse","einfach",4,2,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"UWNE71",4,22,131,83,5,6,78,28,18,43,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,2017-10-12 17:26:10,TRUE,FALSE,13,13,0,0,1.62,31,"UWNE71",1971-11-15,"männlich","NEGATIV",213,"GBS-29860","JA",928,1,NA,NA,TRUE,"Welle 2"
